"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"ダイワＴＰ１７自動車"	"1639"	"東１"	"▼"	"20,670.0"	"12:32"	"-290.0"	"-1.38%"	"42"
"ダイワＴＰ１７鉄鋼非鉄"	"1640"	"東１"	""	"19,640.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＴＰ１７機械"	"1641"	"東１"	""	"35,650.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＴＰ１７電機精密"	"1642"	"東１"	"▼"	"18,400.0"	"10:52"	"-170.0"	"-0.92%"	"2"
"ダイワＴＰ１７情通サ他"	"1643"	"東１"	"▼"	"22,460.0"	"09:00"	"-40.0"	"-0.18%"	"3"
"ダイワＴＰ１７電力ガス"	"1644"	"東１"	"▼"	"7,480.0"	"14:35"	"-20.0"	"-0.27%"	"1"
"ダイワＴＰ１７運輸物流"	"1645"	"東１"	""	"18,760.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＴＰ１７商社卸売"	"1646"	"東１"	""	"37,550.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＴＰ１７小売"	"1647"	"東１"	""	"19,870.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＴＰ１７銀行"	"1648"	"東１"	"▲"	"9,810.0"	"14:50"	"+100.0"	"+1.03%"	"4"
"ダイワＴＰ１７金融"	"1649"	"東１"	""	"12,190.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＴＰ１７不動産"	"1650"	"東１"	""	"28,710.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＴＰＸ高配当４０"	"1651"	"東１"	"▲"	"970.0"	"14:35"	"-1.0"	"-0.10%"	"2,780"
"ダイワ女性活躍指数"	"1652"	"東１"	""	"1,957.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＥＳＧセレクトリーダー"	"1653"	"東１"	""	"1,957.0"	"  :  "	"0.0"	"0.00%"	"0"
"ダイワＢＬＯＳＳＯＭＪＰＮ"	"1654"	"東１"	"▲"	"1,213.0"	"14:53"	"0.0"	"0.00%"	"820"
"ＩＳＳ＆Ｐ５００米国株"	"1655"	"東１"	"▼"	"2,335.0"	"15:00"	"-9.0"	"-0.38%"	"40,197"
"ＩＳ米国債７－１０ＥＴＦ"	"1656"	"東１"	"▲"	"2,457.0"	"14:52"	"0.0"	"0.00%"	"95"
"ＩＳＭＳＣＩ先進国株"	"1657"	"東１"	"▼"	"2,203.0"	"15:00"	"-18.0"	"-0.81%"	"1,500"
"ＩＳＭＳＣＩ新興国株"	"1658"	"東１"	"▼"	"1,970.0"	"15:00"	"-18.0"	"-0.91%"	"10,416"
"ＩＳ米国リートＥＴＦ"	"1659"	"東１"	"▼"	"2,140.0"	"14:55"	"-3.0"	"-0.14%"	"11,328"
"ＭＸＳ高利Ｊリート"	"1660"	"東１"	"▲"	"10,140.0"	"14:49"	"-10.0"	"-0.10%"	"1,395"
"石油資源開発"	"1662"	"東１"	"▼"	"2,417.0"	"15:00"	"-48.0"	"-1.95%"	"349,100"
"Ｋ＆Ｏエナジーグループ"	"1663"	"東１"	"▼"	"1,612.0"	"15:00"	"-13.0"	"-0.80%"	"5,100"
"ＭＸＳ三菱"	"1670"	"東１"	"▲"	"138.0"	"12:30"	"+1.0"	"+0.73%"	"2,600"
"ＷＴＩ原油ＥＴＦ"	"1671"	"東１"	"▲"	"2,862.0"	"15:00"	"-44.0"	"-1.51%"	"113,228"
"ＥＴＦＳ金上場投信"	"1672"	"東１"	""	"13,990.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳ銀上場投信"	"1673"	"東１"	"▼"	"1,482.0"	"10:01"	"-2.0"	"-0.13%"	"100"
"ＥＴＦＳ白金上場投信"	"1674"	"東１"	""	"9,990.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳパラジウム投信"	"1675"	"東１"	"▼"	"14,000.0"	"09:06"	"-600.0"	"-4.11%"	"1"
"ＥＴＦＳ貴金属バスケット"	"1676"	"東１"	""	"11,080.0"	"  :  "	"0.0"	"0.00%"	"0"
"上場外債"	"1677"	"東１"	"▼"	"49,800.0"	"14:04"	"-300.0"	"-0.60%"	"210"
"ＮＥＸＴＦインド株指５０"	"1678"	"東１"	"▲"	"164.0"	"15:00"	"0.0"	"0.00%"	"116,400"
"ＳＩＭＰＬＥ－ＸＮＹダウ"	"1679"	"東１"	"▲"	"26,600.0"	"14:58"	"-150.0"	"-0.56%"	"180"
"上場海外先進国"	"1680"	"東１"	"▼"	"2,481.0"	"15:00"	"-16.0"	"-0.64%"	"1,430"
"上場海外新興国"	"1681"	"東１"	"▼"	"1,471.0"	"15:00"	"-24.0"	"-1.61%"	"3,080"
"白金先物ＥＴＦ"	"1682"	"東１"	"▲"	"151.0"	"13:42"	"+1.0"	"+0.67%"	"2,800"
"ＯＮＥＥＴＦ金先物"	"1683"	"東１"	""	"3,850.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳ総合上場投信"	"1684"	"東１"	""	"913.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳエネルギー上場投"	"1685"	"東１"	""	"450.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳ産業用金属"	"1686"	"東１"	""	"1,203.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳ農産物上場投"	"1687"	"東１"	"▼"	"430.0"	"14:37"	"-1.0"	"-0.23%"	"60"
"ＥＴＦＳ穀物上場投信"	"1688"	"東１"	"▼"	"326.0"	"14:58"	"-3.0"	"-0.91%"	"410"
"ＥＴＦＳ天然ガス上場"	"1689"	"東１"	"▲"	"4.0"	"15:00"	"0.0"	"0.00%"	"1,662,700"
"ＥＴＦＳＷＴＩ原油投信"	"1690"	"東１"	"▲"	"1,052.0"	"13:18"	"-26.0"	"-2.41%"	"120"
"ＥＴＦＳガソリン上場投"	"1691"	"東１"	"▲"	"3,035.0"	"09:50"	"+104.0"	"+3.55%"	"2"
"ＥＴＦＳアルミニウム上場"	"1692"	"東１"	""	"300.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳ銅上場投資"	"1693"	"東１"	"▼"	"2,920.0"	"09:57"	"-50.0"	"-1.68%"	"10"
"ＥＴＦＳニッケル上場投資"	"1694"	"東１"	""	"1,316.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＥＴＦＳ小麦上場投資"	"1695"	"東１"	"▲"	"61.0"	"14:58"	"0.0"	"0.00%"	"1,700"
"ＥＴＦＳとうもろこし"	"1696"	"東１"	"▼"	"82.0"	"13:07"	"0.0"	"0.00%"	"1,700"
"ＥＴＦＳ大豆上場投資"	"1697"	"東１"	""	"2,100.0"	"  :  "	"0.0"	"0.00%"	"0"
"上場日本高配当"	"1698"	"東１"	"▼"	"1,715.0"	"15:00"	"-5.0"	"-0.29%"	"3,540"
"ＮＦＮＯＭＵＲＡ原油"	"1699"	"東１"	"▼"	"436.0"	"15:00"	"-8.0"	"-1.80%"	"292,270"
"省電舎ＨＤ"	"1711"	"東２"	"▼"	"437.0"	"15:00"	"+2.0"	"+0.46%"	"21,900"
"ダイセキ環境ソリューション"	"1712"	"東１"	"▼"	"605.0"	"15:00"	"-5.0"	"-0.82%"	"7,800"
"第一カッター興業"	"1716"	"東１"	"▼"	"1,813.0"	"15:00"	"-24.0"	"-1.31%"	"7,400"
"明豊ファシリティワークス"	"1717"	"東２"	"▲"	"480.0"	"15:00"	"+5.0"	"+1.05%"	"21,600"
"美樹工業"	"1718"	"ＪＱ"	"▼"	"3,800.0"	"15:00"	"-10.0"	"-0.26%"	"400"
"安藤・間"	"1719"	"東１"	"▼"	"747.0"	"15:00"	"+12.0"	"+1.63%"	"487,700"
"東急建設"	"1720"	"東１"	"▲"	"799.0"	"15:00"	"0.0"	"0.00%"	"208,000"
"コムシスホールディングス"	"1721"	"東１"	"▼"	"2,917.0"	"15:00"	"-30.0"	"-1.02%"	"521,800"
"ミサワホーム"	"1722"	"東１"	"▼"	"779.0"	"15:00"	"-8.0"	"-1.02%"	"48,800"
"日本電技"	"1723"	"ＪＱ"	"▲"	"2,809.0"	"15:00"	"-1.0"	"-0.04%"	"5,300"
"シンクレイヤ"	"1724"	"ＪＱ"	"▲"	"522.0"	"15:00"	"+1.0"	"+0.19%"	"10,600"
"ビーアールホールディングス"	"1726"	"東１"	"▼"	"319.0"	"15:00"	"0.0"	"0.00%"	"61,500"
"ミサワホーム中国"	"1728"	"ＪＱ"	"▲"	"241.0"	"14:59"	"-6.0"	"-2.43%"	"10,300"
"麻生フオームクリート"	"1730"	"ＪＱ"	"▼"	"531.0"	"14:57"	"+12.0"	"+2.31%"	"15,600"
"オーテック"	"1736"	"ＪＱ"	"▼"	"2,105.0"	"14:59"	"+3.0"	"+0.14%"	"400"
"三井金属エンジニア"	"1737"	"東２"	"▲"	"1,094.0"	"15:00"	"+17.0"	"+1.58%"	"1,700"
"シード平和"	"1739"	"ＪＱ"	"▲"	"702.0"	"15:00"	"-13.0"	"-1.82%"	"7,400"
"コーアツ工業"	"1743"	"東２"	""	"2,970.0"	"  :  "	"0.0"	"0.00%"	"0"
"クレアホールディングス"	"1757"	"東２"	"▼"	"14.0"	"15:00"	"-1.0"	"-6.67%"	"1,123,800"
"太洋基礎工業"	"1758"	"ＪＱ"	"▲"	"5,440.0"	"13:06"	"0.0"	"0.00%"	"200"
"高松コンストラクショングループ"	"1762"	"東１"	"▼"	"2,392.0"	"15:00"	"-14.0"	"-0.58%"	"16,800"
"工藤建設"	"1764"	"東２"	"▼"	"2,570.0"	"15:00"	"-40.0"	"-1.53%"	"2,200"
"東建コーポレーション"	"1766"	"東１"	"▼"	"6,780.0"	"15:00"	"-220.0"	"-3.14%"	"56,000"
"ソネック"	"1768"	"東１"	"▼"	"742.0"	"15:00"	"+6.0"	"+0.82%"	"2,900"
"藤田エンジ"	"1770"	"ＪＱ"	"▼"	"773.0"	"15:00"	"0.0"	"0.00%"	"1,400"
"ＹＴＬ"	"1773"	"東１"	""	"33.0"	"  :  "	"0.0"	"0.00%"	"0"
"富士古河Ｅ＆Ｃ"	"1775"	"東２"	"▼"	"1,852.0"	"15:00"	"-3.0"	"-0.16%"	"4,400"
"三井住建道路"	"1776"	"東２"	"▼"	"739.0"	"15:00"	"-4.0"	"-0.54%"	"4,600"
"ヤマウラ"	"1780"	"東１"	"▼"	"900.0"	"15:00"	"-5.0"	"-0.55%"	"12,400"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"常磐開発"	"1782"	"ＪＱ"	""	"5,570.0"	"  :  "	"0.0"	"0.00%"	"0"
"アジアゲートＨＬＤＧＳ"	"1783"	"ＪＱ"	"▼"	"64.0"	"15:00"	"0.0"	"0.00%"	"219,300"
"ナカボーテック"	"1787"	"ＪＱ"	"▼"	"3,100.0"	"13:40"	"0.0"	"0.00%"	"300"
"三東工業社"	"1788"	"ＪＱ"	""	"2,489.0"	"09:03"	"0.0"	"0.00%"	"100"
"ＥＴＳホールディングス"	"1789"	"ＪＱ"	"▲"	"524.0"	"15:00"	"-21.0"	"-3.85%"	"27,900"
"大本組"	"1793"	"ＪＱ"	"▼"	"4,840.0"	"15:00"	"-125.0"	"-2.52%"	"400"
"マサル"	"1795"	"ＪＱ"	"▼"	"2,850.0"	"09:50"	"-7.0"	"-0.25%"	"200"
"守谷商会"	"1798"	"ＪＱ"	""	"2,020.0"	"  :  "	"0.0"	"0.00%"	"0"
"第一建設工業"	"1799"	"ＪＱ"	"▼"	"1,595.0"	"15:00"	"-7.0"	"-0.44%"	"3,200"
"大成建設"	"1801"	"東１"	"▼"	"4,875.0"	"15:00"	"+10.0"	"+0.21%"	"560,900"
"大林組"	"1802"	"東１"	"▼"	"1,089.0"	"15:00"	"+3.0"	"+0.28%"	"1,818,200"
"清水建設"	"1803"	"東１"	"▲"	"949.0"	"15:00"	"+2.0"	"+0.21%"	"1,314,900"
"飛島建設"	"1805"	"東１"	"▼"	"1,419.0"	"15:00"	"+1.0"	"+0.07%"	"47,400"
"佐藤渡辺"	"1807"	"ＪＱ"	"▲"	"2,178.0"	"10:50"	"+84.0"	"+4.01%"	"300"
"長谷工コーポレーシヨン"	"1808"	"東１"	"▼"	"1,341.0"	"15:00"	"-9.0"	"-0.67%"	"1,464,000"
"松井建設"	"1810"	"東１"	"▼"	"704.0"	"15:00"	"-8.0"	"-1.12%"	"29,300"
"錢高組"	"1811"	"東１"	"▲"	"5,330.0"	"15:00"	"+30.0"	"+0.57%"	"1,300"
"鹿島建設"	"1812"	"東１"	"▲"	"1,645.0"	"15:00"	"+29.0"	"+1.79%"	"1,666,400"
"不動テトラ"	"1813"	"東１"	"▼"	"1,525.0"	"15:00"	"-5.0"	"-0.33%"	"44,300"
"大末建設"	"1814"	"東１"	"▼"	"927.0"	"15:00"	"+4.0"	"+0.43%"	"12,700"
"鉄建建設"	"1815"	"東１"	"▼"	"2,902.0"	"15:00"	"-4.0"	"-0.14%"	"60,300"
"西松建設"	"1820"	"東１"	"▼"	"2,405.0"	"15:00"	"+32.0"	"+1.35%"	"270,000"
"三井住友建設"	"1821"	"東１"	"▼"	"724.0"	"15:00"	"+7.0"	"+0.98%"	"341,600"
"大豊建設"	"1822"	"東１"	"▼"	"2,980.0"	"15:00"	"+17.0"	"+0.57%"	"50,900"
"前田建設"	"1824"	"東１"	"▼"	"1,102.0"	"15:00"	"+2.0"	"+0.18%"	"325,500"
"佐田建設"	"1826"	"東１"	"▼"	"394.0"	"15:00"	"+2.0"	"+0.51%"	"7,700"
"ナカノフドー建設"	"1827"	"東１"	"▼"	"474.0"	"15:00"	"+2.0"	"+0.42%"	"23,100"
"田辺工業"	"1828"	"東２"	"▼"	"780.0"	"14:58"	"0.0"	"0.00%"	"18,700"
"奥村組"	"1833"	"東１"	"▲"	"3,590.0"	"15:00"	"+15.0"	"+0.42%"	"159,800"
"東鉄工業"	"1835"	"東１"	"▼"	"3,255.0"	"15:00"	"-30.0"	"-0.91%"	"32,600"
"土屋ホールディングス"	"1840"	"東２"	"▲"	"163.0"	"15:00"	"-1.0"	"-0.61%"	"25,900"
"サンユー建設"	"1841"	"ＪＱ"	"▼"	"1,024.0"	"14:56"	"0.0"	"0.00%"	"900"
"大盛工業"	"1844"	"東２"	"▼"	"215.0"	"15:00"	"-2.0"	"-0.92%"	"47,900"
"イチケン"	"1847"	"東１"	"▼"	"1,952.0"	"15:00"	"+4.0"	"+0.21%"	"13,100"
"富士ピー・エス"	"1848"	"東１"	"▼"	"407.0"	"15:00"	"-10.0"	"-2.40%"	"13,600"
"南海辰村建設"	"1850"	"東２"	"▲"	"398.0"	"15:00"	"-4.0"	"-1.00%"	"48,000"
"淺沼組"	"1852"	"東１"	"▼"	"2,464.0"	"15:00"	"+5.0"	"+0.20%"	"19,000"
"森組"	"1853"	"東２"	"▼"	"401.0"	"15:00"	"+8.0"	"+2.04%"	"53,900"
"戸田建設"	"1860"	"東１"	"▼"	"685.0"	"15:00"	"+2.0"	"+0.29%"	"397,000"
"熊谷組"	"1861"	"東１"	"▼"	"3,255.0"	"15:00"	"-10.0"	"-0.31%"	"249,100"
"青木あすなろ建設"	"1865"	"東１"	"▼"	"865.0"	"15:00"	"+7.0"	"+0.82%"	"14,500"
"北野建設"	"1866"	"東１"	"▲"	"3,015.0"	"15:00"	"-5.0"	"-0.17%"	"14,700"
"植木組"	"1867"	"東１"	"▼"	"2,335.0"	"15:00"	"-7.0"	"-0.30%"	"1,700"
"矢作建設"	"1870"	"東１"	"▲"	"779.0"	"15:00"	"-13.0"	"-1.64%"	"20,500"
"ピーエス三菱"	"1871"	"東１"	"▲"	"654.0"	"15:00"	"+5.0"	"+0.77%"	"112,600"
"日本ハウスＨＬＤＧＳ"	"1873"	"東１"	"▲"	"454.0"	"15:00"	"+7.0"	"+1.57%"	"163,000"
"大東建託"	"1878"	"東１"	"▲"	"14,865.0"	"15:00"	"-405.0"	"-2.65%"	"404,900"
"新日本建設"	"1879"	"東１"	"▼"	"953.0"	"15:00"	"+5.0"	"+0.53%"	"30,100"
"ＮＩＰＰＯ"	"1881"	"東１"	"▼"	"2,256.0"	"15:00"	"+14.0"	"+0.62%"	"174,800"
"東亜道路"	"1882"	"東１"	"▼"	"2,848.0"	"15:00"	"-92.0"	"-3.13%"	"15,600"
"前田道路"	"1883"	"東１"	"▲"	"2,200.0"	"15:00"	"+2.0"	"+0.09%"	"194,700"
"日本道路"	"1884"	"東１"	"▼"	"6,400.0"	"15:00"	"+20.0"	"+0.31%"	"7,600"
"東亜建設"	"1885"	"東１"	"▲"	"1,602.0"	"15:00"	"-4.0"	"-0.25%"	"172,100"
"日本国土開発"	"1887"	"東１"	"▼"	"751.0"	"15:00"	"-16.0"	"-2.09%"	"1,083,200"
"若築建設"	"1888"	"東１"	"▼"	"1,427.0"	"15:00"	"+21.0"	"+1.49%"	"22,100"
"東洋建設"	"1890"	"東１"	"▲"	"408.0"	"15:00"	"-6.0"	"-1.45%"	"220,800"
"五洋建設"	"1893"	"東１"	"▼"	"509.0"	"15:00"	"+2.0"	"+0.39%"	"1,522,100"
"金下建設"	"1897"	"東２"	"▲"	"4,335.0"	"13:34"	"0.0"	"0.00%"	"200"
"世紀東急"	"1898"	"東１"	"▼"	"567.0"	"15:00"	"+1.0"	"+0.18%"	"84,200"
"福田組"	"1899"	"東１"	"▼"	"4,390.0"	"15:00"	"+15.0"	"+0.34%"	"4,500"
"大成温調"	"1904"	"ＪＱ"	"▲"	"1,754.0"	"14:55"	"+84.0"	"+5.03%"	"3,500"
"テノックス"	"1905"	"ＪＱ"	"▼"	"814.0"	"15:00"	"-9.0"	"-1.09%"	"13,700"
"細田工務店"	"1906"	"ＪＱ"	"▲"	"110.0"	"15:00"	"0.0"	"0.00%"	"23,300"
"日本ドライケミカル"	"1909"	"東１"	"▼"	"1,117.0"	"15:00"	"+11.0"	"+0.99%"	"6,900"
"住友林業"	"1911"	"東１"	"▲"	"1,527.0"	"15:00"	"-29.0"	"-1.86%"	"423,600"
"日本基礎技術"	"1914"	"東１"	"▲"	"377.0"	"15:00"	"-1.0"	"-0.26%"	"62,700"
"巴コーポレーション"	"1921"	"東１"	"▼"	"358.0"	"15:00"	"0.0"	"0.00%"	"43,200"
"大和ハウス"	"1925"	"東１"	"▼"	"3,111.0"	"15:00"	"-31.0"	"-0.99%"	"2,950,700"
"ライト工業"	"1926"	"東１"	"▼"	"1,431.0"	"15:00"	"-16.0"	"-1.11%"	"174,100"
"積水ハウス"	"1928"	"東１"	"▲"	"1,792.0"	"15:00"	"+7.0"	"+0.39%"	"1,909,100"
"日特建設"	"1929"	"東１"	"▼"	"568.0"	"15:00"	"-2.0"	"-0.35%"	"109,400"
"北陸電気工事"	"1930"	"東１"	"▼"	"913.0"	"15:00"	"+63.0"	"+7.41%"	"53,100"
"ユアテック"	"1934"	"東１"	"▼"	"783.0"	"15:00"	"+2.0"	"+0.26%"	"101,000"
"日本リーテック"	"1938"	"東２"	"▲"	"1,434.0"	"12:34"	"+3.0"	"+0.21%"	"100"
"四電工"	"1939"	"東１"	"▼"	"2,641.0"	"15:00"	"-19.0"	"-0.71%"	"5,100"
"中電工"	"1941"	"東１"	"▼"	"2,271.0"	"15:00"	"-8.0"	"-0.35%"	"36,000"
"関電工"	"1942"	"東１"	"▲"	"935.0"	"15:00"	"+7.0"	"+0.75%"	"1,287,800"
"きんでん"	"1944"	"東１"	"▲"	"1,783.0"	"15:00"	"-25.0"	"-1.38%"	"311,200"
"東京エネシス"	"1945"	"東１"	"▼"	"959.0"	"15:00"	"+5.0"	"+0.52%"	"21,000"
"トーエネック"	"1946"	"東１"	"▲"	"3,080.0"	"15:00"	"-50.0"	"-1.60%"	"5,900"
"弘電社"	"1948"	"東２"	"▲"	"4,830.0"	"14:59"	"+55.0"	"+1.15%"	"3,300"
"住友電設"	"1949"	"東１"	"▼"	"1,903.0"	"15:00"	"+14.0"	"+0.74%"	"49,700"
"日本電設工業"	"1950"	"東１"	"▼"	"2,394.0"	"15:00"	"-24.0"	"-0.99%"	"41,500"
"協和エクシオ"	"1951"	"東１"	"▲"	"3,030.0"	"15:00"	"-10.0"	"-0.33%"	"297,400"
"新日本空調"	"1952"	"東１"	"▼"	"1,788.0"	"15:00"	"-19.0"	"-1.05%"	"27,200"
"日本工営"	"1954"	"東１"	"▼"	"2,546.0"	"15:00"	"-6.0"	"-0.24%"	"19,200"
"九電工"	"1959"	"東１"	"▼"	"3,160.0"	"15:00"	"-20.0"	"-0.63%"	"168,600"
"サンテック"	"1960"	"東２"	"▲"	"674.0"	"14:54"	"+18.0"	"+2.74%"	"7,900"
"三機工業"	"1961"	"東１"	"▲"	"1,214.0"	"15:00"	"-11.0"	"-0.90%"	"184,700"
"日揮"	"1963"	"東１"	"▲"	"1,588.0"	"15:00"	"-32.0"	"-1.98%"	"2,053,100"
"中外炉工業"	"1964"	"東１"	"▲"	"1,857.0"	"15:00"	"+39.0"	"+2.15%"	"46,000"
"テクノ菱和"	"1965"	"東２"	"▼"	"825.0"	"15:00"	"+4.0"	"+0.49%"	"38,000"
"高田工業所"	"1966"	"東２"	"▲"	"675.0"	"14:08"	"+2.0"	"+0.30%"	"2,500"
"ヤマト"	"1967"	"東１"	"▼"	"520.0"	"15:00"	"-3.0"	"-0.57%"	"28,700"
"太平電業"	"1968"	"東１"	"▲"	"2,451.0"	"15:00"	"+24.0"	"+0.99%"	"21,600"
"高砂熱学"	"1969"	"東１"	"▼"	"1,758.0"	"15:00"	"-7.0"	"-0.40%"	"85,400"
"中央ビルト工業"	"1971"	"東２"	"▲"	"748.0"	"15:00"	"+27.0"	"+3.74%"	"1,300"
"三晃金属"	"1972"	"東１"	"▼"	"2,687.0"	"15:00"	"-44.0"	"-1.61%"	"15,500"
"ＮＥＣネッツエスアイ"	"1973"	"東１"	"▼"	"2,677.0"	"15:00"	"-22.0"	"-0.82%"	"152,900"
"朝日工業社"	"1975"	"東１"	"▼"	"3,025.0"	"15:00"	"0.0"	"0.00%"	"2,300"
"銘柄名"	"銘柄コード"	"市場部略称"	"T"	"現在値"	"時刻"	"前日比"	"前日比率"	"出来高"
"明星工業"	"1976"	"東１"	"▼"	"745.0"	"15:00"	"-5.0"	"-0.67%"	"43,500"
"大氣社"	"1979"	"東１"	"▼"	"3,355.0"	"15:00"	"-25.0"	"-0.74%"	"46,700"
"ダイダン"	"1980"	"東１"	"▲"	"2,467.0"	"15:00"	"-27.0"	"-1.08%"	"10,800"
"協和日成"	"1981"	"ＪＱ"	"▼"	"768.0"	"14:59"	"0.0"	"0.00%"	"2,800"
"日比谷総合設備"	"1982"	"東１"	"▼"	"1,857.0"	"15:00"	"+4.0"	"+0.22%"	"19,500"
"東芝プラントシステム"	"1983"	"東１"	"▼"	"1,992.0"	"15:00"	"+12.0"	"+0.61%"	"86,700"
"神田通信機"	"1992"	"ＪＱ"	"▲"	"2,092.0"	"15:00"	"-10.0"	"-0.48%"	"2,300"
"高橋カーテンウォール"	"1994"	"ＪＱ"	"▼"	"699.0"	"14:19"	"+3.0"	"+0.43%"	"3,900"
"暁飯島工業"	"1997"	"ＪＱ"	"▲"	"1,381.0"	"10:47"	"+1.0"	"+0.07%"	"200"
"日本製粉"	"2001"	"東１"	"▼"	"1,875.0"	"15:00"	"0.0"	"0.00%"	"102,800"
"日清製粉Ｇ本社"	"2002"	"東１"	"▲"	"2,584.0"	"15:00"	"+6.0"	"+0.23%"	"504,100"
"日東富士製粉"	"2003"	"東１"	"▼"	"6,190.0"	"15:00"	"-20.0"	"-0.32%"	"2,900"
"昭和産業"	"2004"	"東１"	"▼"	"3,010.0"	"15:00"	"-50.0"	"-1.63%"	"12,900"
"鳥越製粉"	"2009"	"東１"	"▼"	"767.0"	"15:00"	"0.0"	"0.00%"	"10,900"
"ＮＮＨＳＩブルＥＴＮ"	"2031"	"東１"	"▼"	"14,320.0"	"14:53"	"-220.0"	"-1.51%"	"15"
"ＮＮＨＳＩベアＥＴＮ"	"2032"	"東１"	"▲"	"6,030.0"	"15:00"	"+70.0"	"+1.17%"	"130"
"ＮＮＫＯＳＰＩブルＥＴＮ"	"2033"	"東１"	"▲"	"9,910.0"	"09:19"	"-100.0"	"-1.00%"	"3"
"ＮＮＫＯＳＰＩベアＥＴＮ"	"2034"	"東１"	"▲"	"10,280.0"	"15:00"	"+20.0"	"+0.19%"	"549"
"ＮＮ日経ＶＩＥＴＮ"	"2035"	"東１"	"▲"	"1,103.0"	"15:00"	"+19.0"	"+1.75%"	"39,431"
"ＮＮＴＯＣＯＭ金ブルＥＴＮ"	"2036"	"東１"	"▼"	"9,900.0"	"14:42"	"0.0"	"0.00%"	"131"
"ＮＮＴＯＣＯＭ金ベアＥＴＮ"	"2037"	"東１"	"▲"	"8,270.0"	"09:00"	"+30.0"	"+0.36%"	"3"
"ＮＮ原油ブルＥＴＮ"	"2038"	"東１"	"▲"	"1,853.0"	"15:00"	"-43.0"	"-2.27%"	"187,984"
"ＮＮ原油ベアＥＴＮ"	"2039"	"東１"	"▲"	"6,590.0"	"15:00"	"+90.0"	"+1.38%"	"4,584"
"ＮＮＮＹダウブルＥＴＮ"	"2040"	"東１"	"▲"	"22,890.0"	"15:00"	"-160.0"	"-0.69%"	"2,317"
"ＮＮＮＹダウベアＥＴＮ"	"2041"	"東１"	"▼"	"4,710.0"	"15:00"	"-10.0"	"-0.21%"	"5,706"
"ＮＮ東証マザーズＥＴＮ"	"2042"	"東１"	"▲"	"10,230.0"	"15:00"	"+40.0"	"+0.39%"	"9,237"
"アセアン５０ＥＴＮ"	"2043"	"東１"	"▲"	"13,360.0"	"14:59"	"-70.0"	"-0.52%"	"180"
"米国配当貴族ＥＴＮ"	"2044"	"東１"	"▼"	"13,830.0"	"15:00"	"-110.0"	"-0.79%"	"1,539"
"シンガポールリートＥＴＮ"	"2045"	"東１"	"▲"	"12,430.0"	"15:00"	"-40.0"	"-0.32%"	"334"
"ＮＮインドブルＥＴＮ"	"2046"	"東１"	"▼"	"10,880.0"	"15:00"	"-330.0"	"-2.94%"	"16"
"ＮＮインドベアＥＴＮ"	"2047"	"東１"	""	"6,850.0"	"  :  "	"0.0"	"0.00%"	"0"
"日本高配当７０ＥＴＮ"	"2048"	"東１"	""	"10,370.0"	"15:00"	"0.0"	"0.00%"	"15"
"ＶＩＸインバースＥＴＮ"	"2049"	"東１"	""	"-"	"  :  "	""	""	"0"
"中部飼料"	"2053"	"東１"	"▲"	"1,229.0"	"15:00"	"+1.0"	"+0.08%"	"17,200"
"日和産業"	"2055"	"東２"	"▲"	"278.0"	"12:50"	"-2.0"	"-0.71%"	"3,700"
"フィード・ワン"	"2060"	"東１"	"▼"	"171.0"	"15:00"	"-1.0"	"-0.58%"	"269,000"
"ＮＮ日本株配当ＥＴＮ"	"2065"	"東１"	""	"11,290.0"	"  :  "	"0.0"	"0.00%"	"0"
"ＮＮ東証ＲＥＩＴＥＴＮ"	"2066"	"東１"	"▼"	"11,770.0"	"14:56"	"-60.0"	"-0.51%"	"4,220"
"ＮＮ野村ＡＩビジネス７０"	"2067"	"東１"	"▲"	"10,710.0"	"14:16"	"-40.0"	"-0.37%"	"2,194"
"ＮＮ高ベータ３０ＥＴＮ"	"2068"	"東１"	"▲"	"9,700.0"	"14:20"	"-100.0"	"-1.02%"	"579"
"ＮＮ低ベータ５０ＥＴＮ"	"2069"	"東１"	""	"10,950.0"	"  :  "	"0.0"	"0.00%"	"0"
"東洋精糖"	"2107"	"東１"	"▼"	"977.0"	"15:00"	"-6.0"	"-0.61%"	"7,700"
